active_user,color,name,role,user_id_1,user_id_2
50b848eb-150d-11ef-a477-15bc960d382e,#2DDFA9,(Un)Catchable,RUNAWAYS,1758d83c-1514-11ef-830f-73f1875d90c5,50b848eb-150d-11ef-a477-15bc960d382e
56971933-150d-11ef-9427-2bf640545472,#FF0000,lux and el,HUNTER,56971933-150d-11ef-9427-2bf640545472,f8366edd-1514-11ef-a5fb-73f1875d90c5
b1d91f00-1514-11ef-90d9-870e7bed4f26,#FF0000,BREIT,HUNTER,b1d91f00-1514-11ef-90d9-870e7bed4f26,6ea1ef25-1514-11ef-805d-73f1875d90c5
284f0e6b-1514-11ef-a3d1-710a0d2c97dd,#FF0000,TriCatcher,HUNTER,80861101-1514-11ef-bcd9-710a0d2c97dd,284f0e6b-1514-11ef-a3d1-710a0d2c97dd
a4eebb09-1514-11ef-b019-73f1875d90c5,#FF0000,Laumonich,HUNTER,6695f565-1514-11ef-bd2b-73f1875d90c5,a4eebb09-1514-11ef-b019-73f1875d90c5
